"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 06:00","2023","02","16","06:00","4.4","","-0.7","","70","","0.0","","30","","22","","16.1","","100.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 07:00","2023","02","16","07:00","4.0","","-1.8","","66","","0.0","","31","","22","","16.1","","100.83","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 08:00","2023","02","16","08:00","3.5","","-1.9","","68","","0.0","","32","","32","","16.1","","100.82","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 09:00","2023","02","16","09:00","3.3","","-2.5","","66","","0.0","","32","","21","","16.1","","100.84","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 10:00","2023","02","16","10:00","2.7","","-2.3","","70","","0.0","","33","","15","","16.1","","100.89","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 11:00","2023","02","16","11:00","2.4","","-2.6","","70","","0.0","","36","","9","","16.1","","100.97","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 12:00","2023","02","16","12:00","2.5","","-2.5","","69","","0.0","","","M","11","","16.1","","100.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 13:00","2023","02","16","13:00","2.8","","-2.6","","68","","0.0","","3","","15","","16.1","","100.68","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 14:00","2023","02","16","14:00","2.8","","-2.6","","68","","0.0","","8","","8","","16.1","","100.61","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 15:00","2023","02","16","15:00","2.7","","-2.6","","68","","0.0","","35","","13","","16.1","","100.48","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 16:00","2023","02","16","16:00","2.2","","-2.5","","71","","0.0","","3","","17","","16.1","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 17:00","2023","02","16","17:00","1.0","","-2.8","","76","","0.0","","4","","22","","16.1","","100.35","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 18:00","2023","02","16","18:00","0.5","","-2.3","","82","","0.0","","5","","22","","16.1","","100.33","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 19:00","2023","02","16","19:00","0.2","","-1.6","","88","","0.2","","4","","22","","8.1","","100.30","","","","","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 20:00","2023","02","16","20:00","0.2","","-1.1","","91","","0.5","","3","","21","","6.4","","100.20","","","","","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 21:00","2023","02","16","21:00","0.1","","-0.8","","94","","0.2","","5","","37","","12.9","","99.86","","","","","","Thunderstorms,Freezing Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 22:00","2023","02","16","22:00","0.5","","-0.5","","93","","0.5","","3","","21","","2.8","","99.87","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-16 23:00","2023","02","16","23:00","0.9","","-0.4","","91","","0.2","","36","","17","","6.4","","99.76","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 00:00","2023","02","17","00:00","1.1","","-0.4","","90","","1.5","","4","","30","","11.3","","99.57","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 01:00","2023","02","17","01:00","0.9","","-0.6","","90","","0.5","","3","","22","","9.7","","99.41","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 02:00","2023","02","17","02:00","0.8","","-0.8","","89","","2.2","","1","","17","","8.1","","99.43","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 03:00","2023","02","17","03:00","0.0","","-1.9","","87","","1.2","","35","","21","","16.1","","99.39","","","","-5","","Freezing Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 04:00","2023","02","17","04:00","-0.5","","-2.6","","86","","0.5","","35","","15","","16.1","","99.47","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 05:00","2023","02","17","05:00","-1.4","","-3.3","","87","","0.0","","32","","26","","9.7","","99.61","","","","-8","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 06:00","2023","02","17","06:00","-2.6","","-4.6","","86","","0.0","","33","","22","","6.4","","99.78","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 07:00","2023","02","17","07:00","-3.8","","-7.1","","78","","0.0","","33","","35","","16.1","","99.92","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 08:00","2023","02","17","08:00","-5.4","","-8.5","","79","","0.0","","32","","45","","16.1","","100.07","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 09:00","2023","02","17","09:00","-5.4","","-9.2","","75","","0.0","","33","","32","","16.1","","100.21","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 10:00","2023","02","17","10:00","-5.3","","-9.4","","73","","0.0","","32","","32","","16.1","","100.35","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 11:00","2023","02","17","11:00","-6.0","","-10.0","","74","","0.0","","32","","35","","16.1","","100.44","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 12:00","2023","02","17","12:00","-5.2","","-9.9","","70","","0.0","","32","","32","","16.1","","100.52","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 13:00","2023","02","17","13:00","-4.4","","-9.5","","68","","0.0","","34","","24","","16.1","","100.57","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 14:00","2023","02","17","14:00","-5.2","","-10.8","","65","","0.0","","32","","37","","16.1","","100.64","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 15:00","2023","02","17","15:00","-4.2","","-10.1","","64","","0.0","","31","","34","","16.1","","100.76","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 16:00","2023","02","17","16:00","-4.3","","-10.5","","62","","0.0","","32","","35","","16.1","","100.85","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 17:00","2023","02","17","17:00","-4.7","","-11.8","","58","","0.0","","32","","24","","16.1","","100.98","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 18:00","2023","02","17","18:00","-5.6","","-10.6","","68","","0.0","","31","","28","","16.1","","101.12","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 19:00","2023","02","17","19:00","-6.5","","-12.7","","62","","0.0","","32","","26","","16.1","","101.24","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 20:00","2023","02","17","20:00","-7.0","","-13.3","","61","","0.0","","31","","28","","16.1","","101.31","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 21:00","2023","02","17","21:00","-7.4","","-12.5","","67","","0.0","","30","","24","","16.1","","101.38","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 22:00","2023","02","17","22:00","-8.0","","-13.7","","64","","0.0","","30","","26","","16.1","","101.45","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-17 23:00","2023","02","17","23:00","-7.7","","-12.6","","68","","0.0","","28","","26","","16.1","","101.49","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 00:00","2023","02","18","00:00","-7.5","","-12.3","","69","","0.0","","27","","18","","16.1","","101.49","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 01:00","2023","02","18","01:00","-6.4","","-11.3","","69","","0.0","","26","","22","","16.1","","101.53","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 02:00","2023","02","18","02:00","-5.8","","-10.6","","69","","0.0","","25","","18","","16.1","","101.50","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 03:00","2023","02","18","03:00","-5.7","","-10.1","","71","","0.0","","24","","24","","16.1","","101.48","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 04:00","2023","02","18","04:00","-5.4","","-9.9","","71","","0.0","","24","","28","","16.1","","101.43","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 05:00","2023","02","18","05:00","-5.0","","-9.1","","73","","0.0","","24","","28","","16.1","","101.39","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 06:00","2023","02","18","06:00","-4.6","","-8.7","","73","","0.0","","27","","24","","16.1","","101.39","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 07:00","2023","02","18","07:00","-4.0","","-8.2","","73","","0.0","","24","","37","","16.1","","101.31","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 08:00","2023","02","18","08:00","-2.9","","-7.3","","72","","0.0","","24","","32","","16.1","","101.33","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 09:00","2023","02","18","09:00","-1.4","","-6.2","","70","","0.0","","24","","35","","16.1","","101.34","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 10:00","2023","02","18","10:00","0.3","","-5.7","","64","","0.0","","24","","30","","16.1","","101.32","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 11:00","2023","02","18","11:00","1.4","","-4.5","","65","","0.0","","25","","26","","16.1","","101.31","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 12:00","2023","02","18","12:00","1.6","","-4.7","","63","","0.0","","25","","30","","16.1","","101.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 13:00","2023","02","18","13:00","2.0","","-4.1","","64","","0.0","","26","","26","","16.1","","101.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 14:00","2023","02","18","14:00","2.3","","-4.0","","63","","0.0","","26","","32","","16.1","","101.18","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 15:00","2023","02","18","15:00","2.7","","-3.9","","62","","0.0","","27","","34","","16.1","","101.19","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 16:00","2023","02","18","16:00","3.2","","-3.4","","62","","0.0","","28","","24","","16.1","","101.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 17:00","2023","02","18","17:00","2.6","","-2.7","","68","","0.0","","25","","18","","16.1","","101.30","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 18:00","2023","02","18","18:00","1.6","","-1.7","","79","","0.0","","30","","15","","16.1","","101.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 19:00","2023","02","18","19:00","2.3","","-2.2","","72","","0.0","","31","","15","","16.1","","101.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 20:00","2023","02","18","20:00","1.9","","-2.3","","74","","0.0","","31","","15","","16.1","","101.47","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 21:00","2023","02","18","21:00","1.0","","-2.2","","80","","0.0","","29","","11","","16.1","","101.49","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 22:00","2023","02","18","22:00","-0.3","","-2.6","","85","","0.0","","32","","8","","16.1","","101.46","","","","-3","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-18 23:00","2023","02","18","23:00","-1.2","","-3.1","","87","","0.0","","9","","5","","16.1","","101.43","","","","-3","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 00:00","2023","02","19","00:00","0.3","","-2.1","","84","","0.0","","7","","11","","16.1","","101.38","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 01:00","2023","02","19","01:00","1.4","","-1.3","","83","","0.0","","28","","11","","16.1","","101.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 02:00","2023","02","19","02:00","1.8","","-0.2","","87","","0.0","","31","","11","","16.1","","101.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 03:00","2023","02","19","03:00","1.9","","-1.4","","79","","0.0","","30","","9","","16.1","","101.28","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 04:00","2023","02","19","04:00","2.0","","-0.6","","83","","0.0","","27","","9","","16.1","","101.23","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 05:00","2023","02","19","05:00","2.3","","-0.9","","80","","0.0","","21","","13","","16.1","","101.13","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 06:00","2023","02","19","06:00","2.4","","-0.9","","79","","0.0","","21","","17","","16.1","","101.09","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 07:00","2023","02","19","07:00","2.8","","-1.0","","76","","0.0","","19","","15","","16.1","","100.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 08:00","2023","02","19","08:00","2.9","","-1.0","","76","","0.0","","19","","21","","16.1","","100.94","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 09:00","2023","02","19","09:00","3.3","","-1.5","","71","","0.0","","17","","13","","16.1","","100.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 10:00","2023","02","19","10:00","3.9","","-1.9","","66","","0.0","","15","","13","","16.1","","100.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 11:00","2023","02","19","11:00","4.9","","-1.9","","62","","0.0","","17","","15","","16.1","","100.49","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 12:00","2023","02","19","12:00","5.4","","-1.7","","60","","0.0","","17","","13","","16.1","","100.33","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 13:00","2023","02","19","13:00","6.2","","0.0","","65","","0.0","","20","","17","","16.1","","100.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 14:00","2023","02","19","14:00","6.4","","0.0","","64","","0.0","","20","","24","","16.1","","99.98","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 15:00","2023","02","19","15:00","7.4","","0.2","","60","","0.0","","20","","32","","16.1","","99.90","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 16:00","2023","02","19","16:00","6.5","","-0.6","","61","","0.0","","22","","28","","16.1","","99.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 17:00","2023","02","19","17:00","6.1","","-0.2","","64","","0.0","","23","","22","","16.1","","99.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 18:00","2023","02","19","18:00","6.2","","-0.3","","63","","0.0","","24","","21","","16.1","","99.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 19:00","2023","02","19","19:00","6.2","","-0.6","","62","","0.0","","25","","21","","16.1","","99.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 20:00","2023","02","19","20:00","5.9","","-0.8","","62","","0.0","","27","","22","","16.1","","99.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 21:00","2023","02","19","21:00","4.5","","0.4","","75","","0.0","","26","","18","","16.1","","99.83","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 22:00","2023","02","19","22:00","4.8","","0.4","","73","","0.0","","27","","21","","16.1","","99.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-19 23:00","2023","02","19","23:00","4.4","","0.4","","75","","0.0","","24","","18","","16.1","","99.74","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 00:00","2023","02","20","00:00","4.4","","1.1","","79","","0.0","","21","","18","","16.1","","99.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 01:00","2023","02","20","01:00","3.9","","1.3","","83","","0.0","","26","","9","","16.1","","99.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 02:00","2023","02","20","02:00","3.3","","1.0","","85","","0.0","","28","","11","","16.1","","99.60","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 03:00","2023","02","20","03:00","2.9","","0.8","","86","","0.0","","28","","11","","16.1","","99.53","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 04:00","2023","02","20","04:00","3.6","","1.2","","84","","0.0","","25","","13","","16.1","","99.50","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 05:00","2023","02","20","05:00","3.5","","0.7","","82","","0.0","","27","","13","","16.1","","99.52","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 06:00","2023","02","20","06:00","4.8","","-0.7","","68","","0.0","","30","","24","","16.1","","99.58","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 07:00","2023","02","20","07:00","4.6","","-1.0","","67","","0.0","","30","","32","","16.1","","99.63","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 08:00","2023","02","20","08:00","4.2","","-1.0","","69","","0.0","","31","","26","","16.1","","99.70","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 09:00","2023","02","20","09:00","4.2","","-2.4","","62","","0.0","","32","","32","","16.1","","99.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 10:00","2023","02","20","10:00","4.6","","-3.7","","55","","0.0","","33","","22","","16.1","","99.83","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 11:00","2023","02","20","11:00","5.4","","-5.0","","47","","0.0","","32","","34","","16.1","","99.87","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 12:00","2023","02","20","12:00","5.3","","-6.9","","41","","0.0","","31","","39","","16.1","","99.86","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 13:00","2023","02","20","13:00","5.8","","-7.8","","37","","0.0","","30","","28","","16.1","","99.87","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 14:00","2023","02","20","14:00","5.8","","-6.5","","41","","0.0","","29","","24","","16.1","","99.81","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 15:00","2023","02","20","15:00","5.7","","-6.0","","43","","0.0","","27","","21","","16.1","","99.78","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 16:00","2023","02","20","16:00","4.9","","-6.1","","45","","0.0","","29","","26","","16.1","","99.80","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 17:00","2023","02","20","17:00","4.1","","-6.8","","45","","0.0","","31","","28","","16.1","","99.82","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 18:00","2023","02","20","18:00","3.1","","-6.9","","48","","0.0","","33","","18","","16.1","","99.83","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 19:00","2023","02","20","19:00","2.7","","-6.7","","50","","0.0","","33","","17","","16.1","","99.85","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 20:00","2023","02","20","20:00","1.8","","-5.4","","59","","0.0","","36","","18","","16.1","","99.79","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 21:00","2023","02","20","21:00","0.7","","-5.4","","64","","0.0","","","M","8","","16.1","","99.73","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 22:00","2023","02","20","22:00","-0.5","","-5.9","","67","","0.0","","6","","15","","16.1","","99.73","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-20 23:00","2023","02","20","23:00","-0.7","","-5.5","","70","","0.0","","7","","17","","16.1","","99.69","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 00:00","2023","02","21","00:00","-0.8","","-5.6","","70","","0.0","","7","","15","","16.1","","99.64","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 01:00","2023","02","21","01:00","-1.1","","-5.4","","73","","0.0","","7","","11","","16.1","","99.59","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 02:00","2023","02","21","02:00","-1.3","","-5.0","","76","","0.0","","7","","15","","16.1","","99.53","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 03:00","2023","02","21","03:00","0.3","","-3.8","","74","","0.0","","8","","15","","16.1","","99.40","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 04:00","2023","02","21","04:00","0.6","","-3.7","","73","","0.0","","7","","21","","16.1","","99.21","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 05:00","2023","02","21","05:00","0.9","","-4.0","","70","","0.0","","8","","24","","16.1","","99.17","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 06:00","2023","02","21","06:00","1.2","","-3.3","","72","","0.0","","7","","28","","16.1","","98.99","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 07:00","2023","02","21","07:00","1.6","","-2.4","","75","","0.0","","7","","22","","16.1","","98.95","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 08:00","2023","02","21","08:00","1.8","","-2.2","","75","","0.0","","11","","15","","16.1","","98.88","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 09:00","2023","02","21","09:00","2.0","","-2.0","","75","","0.0","","11","","15","","16.1","","98.76","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 10:00","2023","02","21","10:00","1.4","","-0.9","","85","","0.0","","","M","9","","9.7","","98.74","","","","","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 11:00","2023","02","21","11:00","3.2","","0.1","","80","","0.0","","27","","13","","16.1","","98.73","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 12:00","2023","02","21","12:00","6.4","","-3.8","","48","","0.0","","28","","45","","16.1","","98.73","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 13:00","2023","02","21","13:00","6.6","","-4.6","","45","","0.0","","27","","46","","16.1","","98.87","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 14:00","2023","02","21","14:00","4.7","","-7.1","","42","","0.0","","30","","41","","16.1","","99.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 15:00","2023","02","21","15:00","3.9","","-6.6","","46","","0.0","","27","","41","","16.1","","99.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 16:00","2023","02","21","16:00","2.8","","-4.6","","59","","0.0","","27","","41","","16.1","","99.41","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 17:00","2023","02","21","17:00","2.1","","-5.3","","58","","0.0","","27","","35","","16.1","","99.59","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 18:00","2023","02","21","18:00","2.0","","-6.3","","54","","0.0","","27","","34","","16.1","","99.75","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 19:00","2023","02","21","19:00","1.9","","-6.0","","56","","0.0","","26","","32","","16.1","","99.90","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 20:00","2023","02","21","20:00","1.2","","-4.5","","66","","0.0","","30","","28","","16.1","","100.13","","","","","","Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 21:00","2023","02","21","21:00","0.8","","-6.6","","58","","0.0","","30","","26","","16.1","","100.22","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 22:00","2023","02","21","22:00","0.4","","-6.9","","58","","0.0","","28","","21","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-21 23:00","2023","02","21","23:00","0.2","","-6.8","","59","","0.0","","29","","28","","16.1","","100.44","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 00:00","2023","02","22","00:00","-0.2","","-6.8","","61","","0.0","","32","","15","","16.1","","100.51","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 01:00","2023","02","22","01:00","-0.3","","-6.7","","62","","0.0","","30","","24","","16.1","","100.61","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 02:00","2023","02","22","02:00","-0.3","","-7.6","","58","","0.0","","31","","22","","16.1","","100.67","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 03:00","2023","02","22","03:00","-0.4","","-6.8","","62","","0.0","","30","","21","","16.1","","100.74","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 04:00","2023","02","22","04:00","-0.5","","-8.0","","57","","0.0","","34","","15","","16.1","","100.73","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 05:00","2023","02","22","05:00","-1.2","","-7.0","","65","","0.0","","2","","15","","16.1","","100.81","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 06:00","2023","02","22","06:00","-1.3","","-7.5","","63","","0.0","","5","","24","","16.1","","100.89","","","","-7","","NA"
