"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 07:00","2023","02","22","07:00","-1.8","","-6.6","","70","","0.0","","5","","30","","16.1","","100.85","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 08:00","2023","02","22","08:00","-2.4","","-7.8","","66","","0.0","","5","","37","","16.1","","100.93","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 09:00","2023","02","22","09:00","-1.9","","-7.1","","68","","0.0","","5","","35","","16.1","","101.07","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 10:00","2023","02","22","10:00","-2.1","","-4.9","","81","","0.0","","5","","37","","6.4","","101.07","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 11:00","2023","02","22","11:00","-2.3","","-4.2","","87","","0.0","","5","","39","","11.3","","101.08","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 12:00","2023","02","22","12:00","-1.9","","-4.1","","85","","0.0","","5","","45","","16.1","","101.02","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 13:00","2023","02","22","13:00","-2.1","","-4.4","","84","","0.0","","5","","50","","16.1","","100.96","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 14:00","2023","02","22","14:00","-2.3","","-4.2","","87","","0.0","","6","","52","","2.8","","100.86","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 15:00","2023","02","22","15:00","-2.8","","-5.0","","85","","0.0","","5","","46","","8.1","","100.80","","","","-12","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 16:00","2023","02","22","16:00","-3.3","","-5.6","","84","","0.0","","6","","52","","4.0","","100.75","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 17:00","2023","02","22","17:00","-3.9","","-5.6","","88","","0.0","","6","","46","","2.0","","100.73","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 18:00","2023","02","22","18:00","-4.1","","-5.7","","89","","0.2","","5","","45","","2.4","","100.56","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 19:00","2023","02","22","19:00","-4.3","","-6.0","","88","","0.0","","5","","52","","2.4","","100.53","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 20:00","2023","02","22","20:00","-4.7","","-6.1","","90","","0.8","","4","","35","","1.2","","100.48","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 21:00","2023","02","22","21:00","-5.2","","-6.9","","88","","0.8","","5","","43","","1.2","","100.32","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 22:00","2023","02","22","22:00","-5.1","","-7.2","","85","","2.2","","5","","43","","3.2","","100.25","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-22 23:00","2023","02","22","23:00","-5.7","","-8.0","","84","","1.5","","5","","39","","3.2","","100.27","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 00:00","2023","02","23","00:00","-6.1","","-8.4","","84","","1.0","","5","","46","","4.8","","100.05","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 01:00","2023","02","23","01:00","-6.2","","-8.7","","82","","0.0","","2","","24","","16.1","","100.16","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 02:00","2023","02","23","02:00","-6.6","","-8.9","","84","","0.0","","4","","28","","2.4","","100.12","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 03:00","2023","02","23","03:00","-6.6","","-8.8","","84","","0.2","","3","","26","","6.4","","100.13","","","","-15","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 04:00","2023","02","23","04:00","-6.5","","-8.9","","83","","0.0","","36","","15","","16.1","","100.22","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 05:00","2023","02","23","05:00","-6.5","","-9.9","","77","","0.0","","36","","13","","16.1","","100.28","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 06:00","2023","02","23","06:00","-6.7","","-10.3","","76","","0.0","","2","","18","","16.1","","100.41","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 07:00","2023","02","23","07:00","-6.6","","-10.2","","76","","0.0","","3","","24","","16.1","","100.43","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 08:00","2023","02","23","08:00","-6.4","","-10.3","","74","","0.0","","2","","17","","16.1","","100.53","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 09:00","2023","02","23","09:00","-5.9","","-8.3","","83","","0.0","","4","","26","","9.7","","100.55","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 10:00","2023","02","23","10:00","-5.4","","-7.1","","88","","0.0","","6","","30","","16.1","","100.56","","","","-14","","Freezing Rain"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 11:00","2023","02","23","11:00","-5.3","","-7.0","","88","","0.0","","5","","39","","16.1","","100.52","","","","-14","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 12:00","2023","02","23","12:00","-5.1","","-6.9","","87","","0.0","","4","","22","","14.5","","100.54","","","","-12","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 13:00","2023","02","23","13:00","-4.6","","-6.1","","89","","0.0","","6","","34","","16.1","","100.47","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 14:00","2023","02","23","14:00","-4.5","","-5.9","","90","","0.0","","6","","35","","16.1","","100.36","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 15:00","2023","02","23","15:00","-4.3","","-5.4","","92","","0.0","","7","","34","","8.1","","100.19","","","","-13","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 16:00","2023","02","23","16:00","-3.8","","-4.8","","93","","0.0","","7","","28","","4.8","","100.25","","","","-11","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 17:00","2023","02","23","17:00","-3.4","","-4.4","","93","","0.0","","7","","26","","9.7","","100.22","","","","-10","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 18:00","2023","02","23","18:00","-2.9","","-3.7","","94","","0.0","","7","","26","","6.4","","100.27","","","","-10","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 19:00","2023","02","23","19:00","-2.5","","-3.2","","95","","0.0","","5","","26","","11.3","","100.30","","","","-9","","Rain,Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 20:00","2023","02","23","20:00","-2.0","","-2.8","","94","","0.2","","6","","22","","16.1","","100.36","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 21:00","2023","02","23","21:00","-1.6","","-2.3","","95","","0.0","","7","","15","","16.1","","100.40","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 22:00","2023","02","23","22:00","-2.7","","-3.4","","95","","0.0","","7","","11","","9.7","","100.49","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-23 23:00","2023","02","23","23:00","-1.8","","-2.8","","93","","0.0","","8","","11","","9.7","","100.61","","","","-6","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 00:00","2023","02","24","00:00","-2.4","","-3.7","","91","","0.0","","","M","8","","9.7","","100.73","","","","-6","","Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 01:00","2023","02","24","01:00","-2.1","","-4.5","","84","","0.0","","33","","15","","16.1","","100.88","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 02:00","2023","02","24","02:00","-2.2","","-5.1","","81","","0.0","","33","","17","","16.1","","101.02","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 03:00","2023","02","24","03:00","-2.5","","-6.0","","77","","0.0","","31","","28","","16.1","","101.16","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 04:00","2023","02","24","04:00","-3.9","","-7.4","","77","","0.0","","32","","24","","16.1","","101.37","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 05:00","2023","02","24","05:00","-5.4","","-9.3","","74","","0.0","","32","","22","","16.1","","101.57","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 06:00","2023","02","24","06:00","-6.9","","-13.6","","59","","0.0","","31","","34","","16.1","","101.76","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 07:00","2023","02","24","07:00","-8.3","","-14.1","","63","","0.0","","30","","28","","16.1","","101.93","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 08:00","2023","02","24","08:00","-9.1","","-14.0","","68","","0.0","","32","","32","","16.1","","102.12","","","","-19","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 09:00","2023","02","24","09:00","-9.2","","-15.3","","62","","0.0","","32","","30","","16.1","","102.24","","","","-18","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 10:00","2023","02","24","10:00","-9.2","","-15.2","","62","","0.0","","31","","22","","16.1","","102.35","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 11:00","2023","02","24","11:00","-8.8","","-14.7","","63","","0.0","","32","","24","","16.1","","102.46","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 12:00","2023","02","24","12:00","-8.1","","-14.5","","60","","0.0","","34","","17","","16.1","","102.52","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 13:00","2023","02","24","13:00","-6.8","","-13.3","","60","","0.0","","30","","22","","16.1","","102.53","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 14:00","2023","02","24","14:00","-6.4","","-14.6","","53","","0.0","","29","","30","","16.1","","102.56","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 15:00","2023","02","24","15:00","-6.2","","-13.5","","57","","0.0","","28","","34","","16.1","","102.57","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 16:00","2023","02","24","16:00","-6.2","","-14.8","","51","","0.0","","29","","28","","16.1","","102.60","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 17:00","2023","02","24","17:00","-6.9","","-15.2","","52","","0.0","","27","","30","","16.1","","102.66","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 18:00","2023","02","24","18:00","-7.8","","-15.1","","56","","0.0","","29","","32","","16.1","","102.75","","","","-17","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 19:00","2023","02","24","19:00","-8.0","","-15.5","","55","","0.0","","33","","17","","16.1","","102.82","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 20:00","2023","02","24","20:00","-8.0","","-14.9","","58","","0.0","","31","","21","","16.1","","102.83","","","","-16","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 21:00","2023","02","24","21:00","-7.8","","-14.9","","57","","0.0","","30","","18","","16.1","","102.87","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 22:00","2023","02","24","22:00","-7.5","","-14.2","","59","","0.0","","30","","21","","16.1","","102.83","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-24 23:00","2023","02","24","23:00","-7.7","","-14.2","","60","","0.0","","30","","22","","16.1","","102.79","","","","-15","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 00:00","2023","02","25","00:00","-7.7","","-14.0","","61","","0.0","","31","","21","","16.1","","102.76","","","","-15","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 01:00","2023","02","25","01:00","-7.8","","-14.7","","58","","0.0","","31","","17","","16.1","","102.66","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 02:00","2023","02","25","02:00","-8.2","","-14.6","","60","","0.0","","","M","8","","16.1","","102.55","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 03:00","2023","02","25","03:00","-7.7","","-14.4","","59","","0.0","","32","","11","","16.1","","102.46","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 04:00","2023","02","25","04:00","-8.0","","-14.3","","61","","0.0","","5","","15","","16.1","","102.30","","","","-14","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 05:00","2023","02","25","05:00","-7.4","","-14.1","","59","","0.0","","6","","8","","16.1","","102.32","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 06:00","2023","02","25","06:00","-7.4","","-13.3","","63","","0.0","","8","","9","","16.1","","102.24","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 07:00","2023","02","25","07:00","-7.9","","-12.5","","70","","0.0","","6","","11","","14.5","","102.13","","","","-13","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 08:00","2023","02","25","08:00","-7.4","","-9.2","","87","","0.0","","4","","28","","2.4","","102.04","","","","-16","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 09:00","2023","02","25","09:00","-6.0","","-8.4","","83","","0.2","","14","","15","","8.1","","101.82","","","","-12","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 10:00","2023","02","25","10:00","-5.4","","-9.5","","73","","0.0","","13","","17","","16.1","","101.73","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 11:00","2023","02","25","11:00","-5.2","","-8.0","","81","","0.0","","10","","9","","9.7","","101.61","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 12:00","2023","02","25","12:00","-4.8","","-8.2","","77","","0.2","","","M","4","","16.1","","101.57","","","","-7","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 13:00","2023","02","25","13:00","-4.3","","-8.6","","72","","0.0","","11","","5","","16.1","","101.41","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 14:00","2023","02","25","14:00","-4.0","","-7.8","","75","","0.0","","10","","9","","16.1","","101.35","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 15:00","2023","02","25","15:00","-4.1","","-7.1","","80","","0.0","","7","","15","","16.1","","101.30","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 16:00","2023","02","25","16:00","-4.1","","-7.5","","77","","0.0","","7","","9","","16.1","","101.27","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 17:00","2023","02","25","17:00","-3.9","","-7.4","","77","","0.0","","8","","11","","16.1","","101.23","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 18:00","2023","02","25","18:00","-3.5","","-7.3","","75","","0.0","","16","","8","","16.1","","101.21","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 19:00","2023","02","25","19:00","-3.3","","-6.7","","78","","0.0","","13","","9","","16.1","","101.20","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 20:00","2023","02","25","20:00","-2.8","","-5.8","","80","","0.0","","17","","9","","16.1","","101.13","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 21:00","2023","02","25","21:00","-2.2","","-5.5","","78","","0.0","","18","","9","","16.1","","101.02","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 22:00","2023","02","25","22:00","-1.7","","-6.1","","72","","0.0","","26","","11","","16.1","","100.95","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-25 23:00","2023","02","25","23:00","-1.7","","-5.7","","74","","0.0","","21","","13","","16.1","","100.81","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 00:00","2023","02","26","00:00","-1.3","","-4.7","","78","","0.0","","20","","24","","16.1","","100.65","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 01:00","2023","02","26","01:00","-0.5","","-4.4","","75","","0.0","","23","","18","","16.1","","100.54","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 02:00","2023","02","26","02:00","-0.3","","-3.2","","81","","0.0","","20","","21","","16.1","","100.45","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 03:00","2023","02","26","03:00","0.0","","-2.7","","82","","0.0","","20","","21","","16.1","","100.31","","","","-5","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 04:00","2023","02","26","04:00","0.5","","-2.1","","83","","0.0","","21","","24","","16.1","","100.15","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 05:00","2023","02","26","05:00","0.8","","-1.8","","83","","0.0","","24","","22","","16.1","","100.13","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 06:00","2023","02","26","06:00","1.4","","-3.4","","70","","0.0","","28","","30","","16.1","","100.10","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 07:00","2023","02","26","07:00","1.2","","-3.4","","71","","0.0","","27","","30","","16.1","","100.07","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 08:00","2023","02","26","08:00","1.2","","-3.5","","71","","0.0","","26","","28","","16.1","","100.06","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 09:00","2023","02","26","09:00","1.6","","-4.5","","64","","0.0","","28","","30","","16.1","","100.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 10:00","2023","02","26","10:00","1.5","","-5.2","","61","","0.0","","27","","34","","16.1","","100.12","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 11:00","2023","02","26","11:00","1.9","","-5.5","","58","","0.0","","29","","32","","16.1","","100.12","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 12:00","2023","02","26","12:00","2.2","","-5.8","","56","","0.0","","29","","34","","16.1","","100.11","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 13:00","2023","02","26","13:00","2.7","","-5.2","","56","","0.0","","26","","32","","16.1","","100.10","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 14:00","2023","02","26","14:00","2.7","","-5.6","","55","","0.0","","27","","37","","16.1","","100.06","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 15:00","2023","02","26","15:00","2.5","","-6.4","","52","","0.0","","28","","35","","16.1","","100.10","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 16:00","2023","02","26","16:00","2.2","","-7.0","","51","","0.0","","30","","39","","16.1","","100.14","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 17:00","2023","02","26","17:00","1.2","","-7.0","","55","","0.0","","30","","35","","16.1","","100.24","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 18:00","2023","02","26","18:00","0.1","","-8.3","","53","","0.0","","30","","37","","16.1","","100.37","","","","","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 19:00","2023","02","26","19:00","-0.4","","-8.7","","54","","0.0","","30","","34","","16.1","","100.45","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 20:00","2023","02","26","20:00","-0.7","","-8.6","","55","","0.0","","30","","22","","16.1","","100.51","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 21:00","2023","02","26","21:00","-1.1","","-8.6","","57","","0.0","","31","","22","","16.1","","100.55","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 22:00","2023","02","26","22:00","-1.4","","-8.4","","59","","0.0","","33","","13","","16.1","","100.57","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-26 23:00","2023","02","26","23:00","-2.1","","-8.2","","63","","0.0","","30","","21","","16.1","","100.63","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 00:00","2023","02","27","00:00","-2.0","","-8.6","","61","","0.0","","33","","17","","16.1","","100.61","","","","-7","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 01:00","2023","02","27","01:00","-2.4","","-8.7","","62","","0.0","","31","","9","","16.1","","100.68","","","","-6","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 02:00","2023","02","27","02:00","-2.7","","-8.6","","64","","0.0","","32","","15","","16.1","","100.70","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 03:00","2023","02","27","03:00","-3.5","","-9.3","","64","","0.0","","4","","21","","16.1","","100.74","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 04:00","2023","02","27","04:00","-3.9","","-9.9","","63","","0.0","","4","","17","","16.1","","100.75","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 05:00","2023","02","27","05:00","-4.5","","-10.7","","62","","0.0","","5","","30","","16.1","","100.65","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 06:00","2023","02","27","06:00","-4.5","","-9.6","","68","","0.0","","5","","32","","16.1","","100.60","","","","-13","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 07:00","2023","02","27","07:00","-4.1","","-9.5","","66","","0.0","","5","","26","","16.1","","100.61","","","","-11","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 08:00","2023","02","27","08:00","-4.2","","-8.9","","70","","0.0","","5","","30","","16.1","","100.63","","","","-12","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 09:00","2023","02","27","09:00","-2.9","","-7.5","","71","","0.0","","6","","30","","16.1","","100.59","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 10:00","2023","02","27","10:00","-1.5","","-7.7","","63","","0.0","","7","","35","","16.1","","100.43","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 11:00","2023","02","27","11:00","-1.4","","-6.2","","70","","0.0","","8","","30","","16.1","","100.36","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 12:00","2023","02","27","12:00","-1.2","","-4.7","","77","","0.0","","8","","28","","16.1","","100.27","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 13:00","2023","02","27","13:00","-0.7","","-5.0","","73","","0.0","","7","","35","","16.1","","100.04","","","","-8","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 14:00","2023","02","27","14:00","-1.1","","-5.0","","75","","0.0","","7","","50","","16.1","","99.80","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 15:00","2023","02","27","15:00","-0.8","","-5.0","","73","","0.0","","7","","50","","16.1","","99.65","","","","-9","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 16:00","2023","02","27","16:00","-0.9","","-4.8","","75","","0.0","","7","","52","","16.1","","99.49","","","","-10","","NA"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 17:00","2023","02","27","17:00","-1.5","","-2.9","","90","","0.0","","7","","52","","0.8","","99.42","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 18:00","2023","02","27","18:00","-1.5","","-2.3","","94","","0.8","","7","","58","","1.0","","99.22","","","","-11","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 19:00","2023","02","27","19:00","-0.9","","-1.6","","95","","0.8","","7","","59","","1.2","","99.02","","","","-10","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 20:00","2023","02","27","20:00","-0.6","","-1.6","","93","","0.2","","7","","58","","2.0","","98.90","","","","-9","","Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 21:00","2023","02","27","21:00","-0.1","","-1.0","","94","","0.0","","6","","52","","3.2","","98.79","","","","-8","","Freezing Rain,Snow"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 22:00","2023","02","27","22:00","0.1","","-0.5","","96","","0.5","","7","","55","","3.2","","98.69","","","","","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-27 23:00","2023","02","27","23:00","0.0","","-0.6","","96","","0.5","","8","","39","","8.1","","98.66","","","","-7","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 00:00","2023","02","28","00:00","0.5","","0.1","","97","","0.5","","6","","45","","6.4","","98.58","","","","","","Freezing Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 01:00","2023","02","28","01:00","1.4","","0.8","","96","","0.2","","7","","48","","8.1","","98.52","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 02:00","2023","02","28","02:00","1.5","","0.8","","95","","0.0","","7","","46","","9.7","","98.55","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 03:00","2023","02","28","03:00","1.5","","0.9","","96","","0.2","","6","","39","","6.4","","98.55","","","","","","Rain,Fog"
"-79.40","43.63","TORONTO CITY CENTRE","6158359","2023-02-28 04:00","2023","02","28","04:00","1.5","","1.1","","97","","0.2","","6","","34","","2.8","","98.51","","","","","","Rain,Fog"
