,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2010,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28 18:00,2020,2,28,18:00,-3.6,,-8.3,,70,,0.0,,25.0,,45.0,,16.1,,99.75,,,,-13.0,,Snow
2011,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28 19:00,2020,2,28,19:00,-3.8,,-7.0,,78,,0.0,,26.0,,39.0,,6.4,,99.82,,,,-12.0,,Snow
2012,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28 20:00,2020,2,28,20:00,-4.2,,-5.8,,89,,0.0,,26.0,,30.0,,3.2,,99.88,,,,-12.0,,Snow
2013,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28 21:00,2020,2,28,21:00,-6.3,,-8.6,,84,,0.2,,32.0,,17.0,,2.4,,99.97,,,,-13.0,,Snow
2014,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28 22:00,2020,2,28,22:00,-6.5,,-10.7,,72,,0.0,,32.0,,18.0,,9.7,,100.03,,,,-13.0,,Snow
2015,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-28 23:00,2020,2,28,23:00,-6.9,,-11.5,,70,,0.0,,29.0,,21.0,,14.5,,100.04,,,,-14.0,,Snow
2016,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 00:00,2020,2,29,00:00,-7.4,,-12.3,,68,,0.0,,31.0,,21.0,,16.1,,100.05,,,,-15.0,,Snow
2017,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 01:00,2020,2,29,01:00,-8.9,,-13.1,,72,,0.0,,33.0,,13.0,,16.1,,100.09,,,,-15.0,,Snow
2018,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 02:00,2020,2,29,02:00,-9.9,,-14.2,,71,,0.0,,32.0,,18.0,,16.1,,100.15,,,,-17.0,,Snow
2019,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 03:00,2020,2,29,03:00,-10.1,,-14.9,,68,,0.0,,34.0,,13.0,,16.1,,100.2,,,,-16.0,,Snow
2020,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 04:00,2020,2,29,04:00,-10.5,,-15.5,,67,,0.0,,30.0,,17.0,,16.1,,100.23,,,,-18.0,,
2021,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 05:00,2020,2,29,05:00,-11.3,,-15.6,,71,,0.0,,32.0,,15.0,,16.1,,100.31,,,,-18.0,,
2022,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 06:00,2020,2,29,06:00,-12.0,,-15.9,,73,,0.0,,32.0,,11.0,,16.1,,100.4,,,,-18.0,,
2023,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 07:00,2020,2,29,07:00,-12.3,,-17.2,,67,,0.0,,34.0,,9.0,,16.1,,100.47,,,,-18.0,,
2024,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 08:00,2020,2,29,08:00,-11.9,,-16.6,,68,,0.0,,32.0,,9.0,,16.1,,100.54,,,,-17.0,,
2025,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 09:00,2020,2,29,09:00,-11.8,,-17.1,,65,,0.0,,32.0,,11.0,,16.1,,100.58,,,,-18.0,,
2026,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 10:00,2020,2,29,10:00,-10.6,,-16.0,,65,,0.0,,30.0,,17.0,,16.1,,100.63,,,,-18.0,,
2027,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 11:00,2020,2,29,11:00,-9.3,,-15.5,,61,,0.0,,,M,5.0,,16.1,,100.66,,,,-12.0,,
2028,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 12:00,2020,2,29,12:00,-7.6,,-15.1,,55,,0.0,,26.0,,18.0,,16.1,,100.66,,,,-14.0,,
2029,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 13:00,2020,2,29,13:00,-5.8,,-14.1,,52,,0.0,,28.0,,26.0,,16.1,,100.62,,,,-14.0,,
2030,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 14:00,2020,2,29,14:00,-6.0,,-13.5,,56,,0.0,,28.0,,26.0,,16.1,,100.64,,,,-14.0,,
2031,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 15:00,2020,2,29,15:00,-5.2,,-12.4,,57,,0.0,,28.0,,21.0,,16.1,,100.66,,,,-12.0,,
2032,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 16:00,2020,2,29,16:00,-3.8,,-12.3,,52,,0.0,,29.0,,32.0,,16.1,,100.65,,,,-12.0,,
2033,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 17:00,2020,2,29,17:00,-3.4,,-12.6,,49,,0.0,,29.0,,28.0,,16.1,,100.7,,,,-11.0,,
2034,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 18:00,2020,2,29,18:00,-3.1,,-11.4,,53,,0.0,,28.0,,18.0,,16.1,,100.76,,,,-9.0,,
2035,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 19:00,2020,2,29,19:00,-3.3,,-10.9,,56,,0.0,,28.0,,21.0,,16.1,,100.82,,,,-10.0,,
2036,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 20:00,2020,2,29,20:00,-3.5,,-10.2,,60,,0.0,,28.0,,24.0,,16.1,,100.88,,,,-10.0,,
2037,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 21:00,2020,2,29,21:00,-4.1,,-9.6,,66,,0.0,,28.0,,13.0,,16.1,,100.95,,,,-9.0,,
2038,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 22:00,2020,2,29,22:00,-4.7,,-10.3,,65,,0.0,,27.0,,13.0,,16.1,,100.98,,,,-10.0,,
2039,-79.4,43.63,TORONTO CITY CENTRE,6158359,2020-02-29 23:00,2020,2,29,23:00,-4.8,,-9.8,,68,,0.0,,26.0,,15.0,,16.1,,101.0,,,,-10.0,,
2040,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 00:00,2022,2,1,00:00,-0.9,,-9.1,,54,,0.0,,9.0,,17.0,,16.1,,101.78,,,,-6.0,,
2041,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 01:00,2022,2,1,01:00,-0.7,,-8.7,,55,,0.0,,9.0,,17.0,,16.1,,101.71,,,,-6.0,,
2042,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 02:00,2022,2,1,02:00,-1.5,,-7.5,,64,,0.0,,13.0,,15.0,,16.1,,101.73,,,,-6.0,,
2043,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 03:00,2022,2,1,03:00,-1.2,,-7.5,,63,,0.0,,16.0,,11.0,,16.1,,101.74,,,,-5.0,,
2044,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 04:00,2022,2,1,04:00,-1.5,,-7.7,,63,,0.0,,18.0,,17.0,,16.1,,101.73,,,,-7.0,,
2045,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 05:00,2022,2,1,05:00,-1.9,,-7.4,,66,,0.0,,15.0,,13.0,,16.1,,101.66,,,,-6.0,,
2046,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 06:00,2022,2,1,06:00,-1.5,,-7.3,,65,,0.0,,16.0,,18.0,,16.1,,101.66,,,,-7.0,,
2047,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 07:00,2022,2,1,07:00,-1.7,,-7.0,,67,,0.0,,18.0,,21.0,,16.1,,101.65,,,,-8.0,,
2048,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 08:00,2022,2,1,08:00,-1.7,,-6.7,,69,,0.0,,17.0,,13.0,,16.1,,101.67,,,,-6.0,,
2049,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 09:00,2022,2,1,09:00,-1.3,,-6.8,,67,,0.0,,18.0,,22.0,,16.1,,101.61,,,,-7.0,,
2050,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 10:00,2022,2,1,10:00,-0.9,,-6.6,,65,,0.0,,18.0,,21.0,,16.1,,101.57,,,,-7.0,,
2051,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 11:00,2022,2,1,11:00,-0.5,,-6.1,,66,,0.0,,17.0,,15.0,,16.1,,101.5,,,,-5.0,,
2052,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 12:00,2022,2,1,12:00,0.8,,-5.4,,64,,0.0,,16.0,,18.0,,16.1,,101.36,,,,,,
2053,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 13:00,2022,2,1,13:00,1.6,,-5.5,,59,,0.0,,14.0,,13.0,,16.1,,101.29,,,,,,
2054,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 14:00,2022,2,1,14:00,2.6,,-4.7,,59,,0.0,,15.0,,11.0,,16.1,,101.25,,,,,,
2055,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 15:00,2022,2,1,15:00,3.0,,-4.5,,58,,0.0,,13.0,,17.0,,16.1,,101.21,,,,,,
2056,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 16:00,2022,2,1,16:00,2.2,,-3.5,,66,,0.0,,6.0,,18.0,,16.1,,101.14,,,,,,
2057,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 17:00,2022,2,1,17:00,1.3,,-2.1,,78,,0.0,,6.0,,22.0,,16.1,,101.09,,,,,,
2058,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 18:00,2022,2,1,18:00,1.3,,-1.2,,83,,0.0,,6.0,,26.0,,16.1,,101.04,,,,,,
2059,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 19:00,2022,2,1,19:00,2.7,,-0.7,,78,,0.0,,6.0,,17.0,,16.1,,101.02,,,,,,
2060,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 20:00,2022,2,1,20:00,3.4,,-2.0,,68,,0.0,,13.0,,11.0,,16.1,,100.99,,,,,,
2061,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 21:00,2022,2,1,21:00,3.7,,-2.4,,65,,0.0,,20.0,,13.0,,16.1,,101.0,,,,,,
2062,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 22:00,2022,2,1,22:00,3.2,,-1.0,,74,,0.0,,21.0,,5.0,,16.1,,100.99,,,,,,
2063,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-01 23:00,2022,2,1,23:00,3.0,,-0.6,,77,,0.0,,25.0,,11.0,,16.1,,101.01,,,,,,
2064,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 00:00,2022,2,2,00:00,3.3,,-0.7,,75,,0.0,,26.0,,9.0,,16.1,,101.01,,,,,,
2065,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 01:00,2022,2,2,01:00,3.0,,-0.8,,76,,0.0,,24.0,,11.0,,16.1,,101.03,,,,,,
2066,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 02:00,2022,2,2,02:00,3.4,,-1.2,,72,,0.0,,,M,5.0,,16.1,,101.03,,,,,,
2067,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 03:00,2022,2,2,03:00,3.5,,-1.1,,72,,0.0,,21.0,,5.0,,16.1,,101.09,,,,,,
2068,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 04:00,2022,2,2,04:00,3.8,,-1.4,,69,,0.0,,15.0,,9.0,,16.1,,101.06,,,,,,Rain
2069,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 05:00,2022,2,2,05:00,3.6,,-0.6,,74,,0.0,,19.0,,8.0,,16.1,,101.13,,,,,,Rain
2070,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 06:00,2022,2,2,06:00,3.4,,-0.6,,75,,0.0,,16.0,,9.0,,16.1,,101.06,,,,,,Rain
2071,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 07:00,2022,2,2,07:00,3.2,,-0.9,,75,,0.0,,14.0,,5.0,,16.1,,101.1,,,,,,
2072,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 08:00,2022,2,2,08:00,3.3,,-1.3,,72,,0.0,,16.0,,5.0,,16.1,,101.17,,,,,,
2073,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 09:00,2022,2,2,09:00,3.5,,-1.5,,70,,0.0,,17.0,,8.0,,16.1,,101.19,,,,,,
2074,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 10:00,2022,2,2,10:00,3.7,,-1.3,,70,,0.0,,17.0,,9.0,,16.1,,101.18,,,,,,
2075,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 11:00,2022,2,2,11:00,3.8,,-1.9,,66,,0.0,,17.0,,11.0,,16.1,,101.16,,,,,,
2076,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 12:00,2022,2,2,12:00,2.6,,0.3,,85,,0.0,,18.0,,11.0,,16.1,,101.21,,,,,,Rain
2077,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 13:00,2022,2,2,13:00,2.1,,0.9,,92,,1.5,,,M,5.0,,12.9,,101.16,,,,,,Rain
2078,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 14:00,2022,2,2,14:00,2.4,,1.1,,91,,0.2,,15.0,,5.0,,16.1,,101.05,,,,,,Rain
2079,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 15:00,2022,2,2,15:00,2.4,,1.4,,93,,0.5,,18.0,,8.0,,11.3,,101.04,,,,,,Rain
2080,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 16:00,2022,2,2,16:00,2.3,,1.6,,95,,1.2,,19.0,,5.0,,11.3,,101.03,,,,,,Rain
2081,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 17:00,2022,2,2,17:00,2.0,,1.6,,97,,1.5,,31.0,,11.0,,6.4,,101.05,,,,,,"Rain,Fog"
2082,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 18:00,2022,2,2,18:00,2.5,,1.5,,93,,1.5,,31.0,,24.0,,11.3,,101.02,,,,,,Rain
2083,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 19:00,2022,2,2,19:00,0.9,,-0.3,,92,,1.5,,35.0,,17.0,,4.8,,101.04,,,,,,Snow
2084,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 20:00,2022,2,2,20:00,0.6,,-1.2,,88,,0.0,,34.0,,17.0,,6.4,,101.07,,,,,,Snow
2085,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 21:00,2022,2,2,21:00,-0.8,,-2.9,,86,,0.2,,35.0,,28.0,,4.0,,101.09,,,,-7.0,,Snow
2086,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 22:00,2022,2,2,22:00,-1.2,,-2.8,,89,,0.5,,33.0,,22.0,,2.0,,101.19,,,,-7.0,,Snow
2087,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-02 23:00,2022,2,2,23:00,-1.7,,-3.1,,90,,0.5,,34.0,,17.0,,2.0,,101.16,,,,-7.0,,Snow
2088,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 00:00,2022,2,3,00:00,-2.0,,-3.6,,89,,0.5,,33.0,,32.0,,2.0,,101.27,,,,-9.0,,Snow
2089,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 01:00,2022,2,3,01:00,-2.0,,-3.9,,87,,0.0,,33.0,,24.0,,4.0,,101.28,,,,-8.0,,Snow
2090,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 02:00,2022,2,3,02:00,-2.0,,-4.4,,84,,0.2,,33.0,,18.0,,6.4,,101.32,,,,-7.0,,Snow
2091,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 03:00,2022,2,3,03:00,-1.8,,-5.1,,78,,0.0,,33.0,,11.0,,16.1,,101.4,,,,-6.0,,
2092,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 04:00,2022,2,3,04:00,-1.9,,-5.4,,77,,0.0,,33.0,,18.0,,16.1,,101.48,,,,-7.0,,Snow
2093,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 05:00,2022,2,3,05:00,-2.1,,-5.3,,79,,0.0,,33.0,,15.0,,16.1,,101.54,,,,-7.0,,Snow
2094,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 06:00,2022,2,3,06:00,-2.5,,-6.1,,77,,0.0,,34.0,,17.0,,16.1,,101.63,,,,-8.0,,
2095,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 07:00,2022,2,3,07:00,-3.0,,-6.7,,76,,0.0,,35.0,,17.0,,16.1,,101.77,,,,-9.0,,Snow
2096,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 08:00,2022,2,3,08:00,-3.8,,-8.0,,73,,0.0,,36.0,,22.0,,16.1,,101.89,,,,-10.0,,
2097,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 09:00,2022,2,3,09:00,-4.3,,-8.4,,74,,0.0,,36.0,,18.0,,16.1,,101.93,,,,-10.0,,
2098,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 10:00,2022,2,3,10:00,-5.0,,-9.3,,72,,0.0,,36.0,,22.0,,16.1,,101.98,,,,-12.0,,
2099,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 11:00,2022,2,3,11:00,-5.4,,-10.3,,69,,0.0,,36.0,,24.0,,16.1,,102.01,,,,-13.0,,
2100,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 12:00,2022,2,3,12:00,-5.4,,-10.6,,67,,0.0,,34.0,,17.0,,16.1,,102.01,,,,-11.0,,
2101,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 13:00,2022,2,3,13:00,-5.9,,-12.1,,62,,0.0,,34.0,,17.0,,16.1,,101.98,,,,-12.0,,
2102,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 14:00,2022,2,3,14:00,-6.4,,-12.9,,61,,0.0,,36.0,,22.0,,16.1,,101.88,,,,-14.0,,
2103,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 15:00,2022,2,3,15:00,-6.7,,-12.5,,64,,0.0,,36.0,,13.0,,16.1,,101.91,,,,-12.0,,
2104,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 16:00,2022,2,3,16:00,-7.3,,-11.8,,70,,0.0,,35.0,,18.0,,6.4,,101.97,,,,-14.0,,Snow
2105,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 17:00,2022,2,3,17:00,-7.4,,-12.0,,70,,0.0,,36.0,,24.0,,12.9,,101.98,,,,-15.0,,Snow
2106,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 18:00,2022,2,3,18:00,-7.8,,-11.1,,77,,0.0,,1.0,,22.0,,3.6,,101.94,,,,-15.0,,Snow
2107,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 19:00,2022,2,3,19:00,-7.8,,-10.7,,80,,0.0,,36.0,,22.0,,2.8,,101.96,,,,-15.0,,Snow
2108,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 20:00,2022,2,3,20:00,-8.1,,-11.3,,78,,0.2,,1.0,,22.0,,4.8,,101.99,,,,-16.0,,Snow
2109,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 21:00,2022,2,3,21:00,-8.1,,-10.7,,82,,0.2,,1.0,,17.0,,2.8,,101.91,,,,-15.0,,Snow
2110,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 22:00,2022,2,3,22:00,-8.5,,-11.3,,81,,0.0,,36.0,,13.0,,3.2,,101.89,,,,-14.0,,Snow
2111,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-03 23:00,2022,2,3,23:00,-8.8,,-12.1,,77,,0.2,,36.0,,22.0,,4.0,,101.81,,,,-17.0,,Snow
2112,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 00:00,2022,2,4,00:00,-8.9,,-11.8,,79,,0.0,,2.0,,18.0,,3.6,,101.77,,,,-16.0,,Snow
2113,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 01:00,2022,2,4,01:00,-9.1,,-12.1,,79,,0.2,,35.0,,21.0,,4.0,,101.64,,,,-17.0,,Snow
2114,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 02:00,2022,2,4,02:00,-9.3,,-12.3,,79,,0.0,,36.0,,18.0,,6.4,,101.59,,,,-17.0,,Snow
2115,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 03:00,2022,2,4,03:00,-9.4,,-12.6,,78,,0.2,,1.0,,11.0,,4.8,,101.54,,,,-15.0,,Snow
2116,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 04:00,2022,2,4,04:00,-9.6,,-13.4,,74,,0.0,,1.0,,24.0,,16.1,,101.57,,,,-18.0,,Snow
2117,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 05:00,2022,2,4,05:00,-9.8,,-13.8,,73,,0.0,,2.0,,21.0,,16.1,,101.6,,,,-18.0,,Snow
2118,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 06:00,2022,2,4,06:00,-10.2,,-14.8,,70,,0.0,,2.0,,21.0,,16.1,,101.59,,,,-18.0,,
2119,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 07:00,2022,2,4,07:00,-10.2,,-15.0,,68,,0.0,,2.0,,13.0,,16.1,,101.62,,,,-16.0,,
2120,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 08:00,2022,2,4,08:00,-10.4,,-15.4,,67,,0.0,,36.0,,13.0,,16.1,,101.55,,,,-17.0,,
2121,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 09:00,2022,2,4,09:00,-11.1,,-16.2,,67,,0.0,,35.0,,17.0,,16.1,,101.57,,,,-19.0,,
2122,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 10:00,2022,2,4,10:00,-10.8,,-16.4,,64,,0.0,,33.0,,17.0,,16.1,,101.57,,,,-18.0,,
2123,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 11:00,2022,2,4,11:00,-10.3,,-15.9,,64,,0.0,,31.0,,15.0,,16.1,,101.54,,,,-17.0,,
2124,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 12:00,2022,2,4,12:00,-9.5,,-15.3,,63,,0.0,,31.0,,21.0,,16.1,,101.46,,,,-17.0,,
2125,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 13:00,2022,2,4,13:00,-10.0,,-15.6,,64,,0.0,,32.0,,17.0,,16.1,,101.42,,,,-17.0,,
2126,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 14:00,2022,2,4,14:00,-9.4,,-15.3,,63,,0.0,,32.0,,17.0,,16.1,,101.34,,,,-16.0,,
2127,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 15:00,2022,2,4,15:00,-8.9,,-15.2,,61,,0.0,,32.0,,15.0,,16.1,,101.29,,,,-15.0,,
2128,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 16:00,2022,2,4,16:00,-9.0,,-15.4,,60,,0.0,,32.0,,22.0,,16.1,,101.33,,,,-17.0,,
2129,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 17:00,2022,2,4,17:00,-9.1,,-15.1,,62,,0.0,,31.0,,13.0,,16.1,,101.38,,,,-15.0,,
2130,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 18:00,2022,2,4,18:00,-9.5,,-14.9,,65,,0.0,,32.0,,15.0,,16.1,,101.41,,,,-16.0,,
2131,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 19:00,2022,2,4,19:00,-10.2,,-15.0,,68,,0.0,,32.0,,21.0,,16.1,,101.46,,,,-18.0,,
2132,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 20:00,2022,2,4,20:00,-10.2,,-14.9,,69,,0.0,,33.0,,21.0,,16.1,,101.48,,,,-18.0,,
2133,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 21:00,2022,2,4,21:00,-10.6,,-15.2,,69,,0.0,,33.0,,17.0,,16.1,,101.47,,,,-18.0,,
2134,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 22:00,2022,2,4,22:00,-11.0,,-15.1,,72,,0.0,,31.0,,13.0,,16.1,,101.46,,,,-17.0,,
2135,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-04 23:00,2022,2,4,23:00,-11.1,,-15.2,,72,,0.0,,32.0,,11.0,,16.1,,101.43,,,,-17.0,,
2136,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 00:00,2022,2,5,00:00,-11.4,,-16.4,,67,,0.0,,33.0,,13.0,,16.1,,101.41,,,,-18.0,,
2137,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 01:00,2022,2,5,01:00,-11.8,,-17.5,,63,,0.0,,32.0,,17.0,,16.1,,101.43,,,,-19.0,,
2138,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 02:00,2022,2,5,02:00,-12.4,,-18.5,,61,,0.0,,32.0,,18.0,,16.1,,101.48,,,,-20.0,,
2139,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 03:00,2022,2,5,03:00,-12.6,,-19.3,,58,,0.0,,31.0,,15.0,,16.1,,101.53,,,,-20.0,,
2140,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 04:00,2022,2,5,04:00,-12.2,,-19.5,,55,,0.0,,32.0,,15.0,,16.1,,101.55,,,,-19.0,,
2141,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 05:00,2022,2,5,05:00,-12.0,,-20.6,,49,,0.0,,33.0,,17.0,,16.1,,101.62,,,,-20.0,,
2142,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 06:00,2022,2,5,06:00,-12.5,,-21.2,,49,,0.0,,32.0,,24.0,,16.1,,101.73,,,,-22.0,,
2143,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 07:00,2022,2,5,07:00,-13.0,,-22.6,,45,,0.0,,32.0,,15.0,,16.1,,101.89,,,,-20.0,,
2144,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 08:00,2022,2,5,08:00,-13.4,,-22.0,,49,,0.0,,32.0,,21.0,,16.1,,102.03,,,,-22.0,,
2145,-79.4,43.63,TORONTO CITY CENTRE,6158359,2022-02-05 09:00,2022,2,5,09:00,-12.7,,-22.9,,43,,0.0,,32.0,,13.0,,16.1,,102.17,,,,-20.0,,
