,Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
0,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 00:00,2023,2,1,00:00,-9.2,,-13.9,,69,,0.0,,31.0,,26.0,,16.1,,101.63,,,,-18.0,,
1,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 01:00,2023,2,1,01:00,-9.5,,-15.1,,64,,0.0,,30.0,,24.0,,16.1,,101.57,,,,-18.0,,
2,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 02:00,2023,2,1,02:00,-9.9,,-15.5,,64,,0.0,,31.0,,18.0,,16.1,,101.59,,,,-17.0,,
3,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 03:00,2023,2,1,03:00,-9.8,,-14.5,,69,,0.0,,28.0,,21.0,,16.1,,101.59,,,,-18.0,,
4,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 04:00,2023,2,1,04:00,-9.8,,-14.1,,71,,0.0,,27.0,,18.0,,16.1,,101.57,,,,-17.0,,
5,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 05:00,2023,2,1,05:00,-9.7,,-13.7,,73,,0.0,,26.0,,30.0,,16.1,,101.58,,,,-19.0,,
6,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 06:00,2023,2,1,06:00,-9.9,,-14.0,,72,,0.0,,27.0,,26.0,,16.1,,101.59,,,,-19.0,,
7,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 07:00,2023,2,1,07:00,-9.0,,-13.0,,73,,0.0,,26.0,,30.0,,16.1,,101.58,,,,-18.0,,
8,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 08:00,2023,2,1,08:00,-7.9,,-12.6,,69,,0.0,,25.0,,30.0,,16.1,,101.6,,,,-17.0,,
9,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 09:00,2023,2,1,09:00,-7.9,,-12.3,,71,,0.0,,25.0,,26.0,,16.1,,101.65,,,,-16.0,,
10,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 10:00,2023,2,1,10:00,-7.5,,-11.5,,73,,0.0,,24.0,,28.0,,16.1,,101.7,,,,-16.0,,
11,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 11:00,2023,2,1,11:00,-7.0,,-11.6,,70,,0.0,,23.0,,28.0,,16.1,,101.68,,,,-15.0,,
12,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 12:00,2023,2,1,12:00,-6.3,,-11.1,,69,,0.0,,25.0,,30.0,,16.1,,101.66,,,,-15.0,,
13,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 13:00,2023,2,1,13:00,-5.0,,-10.6,,65,,0.0,,26.0,,28.0,,16.1,,101.58,,,,-13.0,,
14,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 14:00,2023,2,1,14:00,-4.8,,-11.0,,62,,0.0,,27.0,,32.0,,16.1,,101.52,,,,-13.0,,
15,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 15:00,2023,2,1,15:00,-4.0,,-10.0,,63,,0.0,,26.0,,28.0,,16.1,,101.52,,,,-11.0,,
16,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 16:00,2023,2,1,16:00,-4.1,,-10.1,,63,,0.0,,26.0,,30.0,,16.1,,101.51,,,,-12.0,,
17,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 17:00,2023,2,1,17:00,-4.2,,-10.7,,61,,0.0,,24.0,,24.0,,16.1,,101.46,,,,-11.0,,
18,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 18:00,2023,2,1,18:00,-4.3,,-10.9,,60,,0.0,,24.0,,28.0,,16.1,,101.46,,,,-12.0,,
19,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 19:00,2023,2,1,19:00,-4.2,,-10.1,,64,,0.0,,25.0,,30.0,,16.1,,101.47,,,,-12.0,,
20,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 20:00,2023,2,1,20:00,-4.3,,-9.4,,68,,0.0,,24.0,,28.0,,16.1,,101.44,,,,-12.0,,
21,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 21:00,2023,2,1,21:00,-4.4,,-8.7,,72,,0.0,,26.0,,32.0,,16.1,,101.42,,,,-12.0,,
22,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 22:00,2023,2,1,22:00,-4.3,,-9.6,,67,,0.0,,26.0,,30.0,,16.1,,101.41,,,,-12.0,,
23,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-01 23:00,2023,2,1,23:00,-4.3,,-9.5,,67,,0.0,,25.0,,26.0,,16.1,,101.35,,,,-12.0,,
24,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 00:00,2023,2,2,00:00,-4.5,,-9.9,,66,,0.0,,26.0,,28.0,,16.1,,101.35,,,,-12.0,,
25,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 01:00,2023,2,2,01:00,-4.8,,-10.6,,64,,0.0,,26.0,,30.0,,16.1,,101.26,,,,-13.0,,
26,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 02:00,2023,2,2,02:00,-5.1,,-11.0,,64,,0.0,,25.0,,28.0,,16.1,,101.2,,,,-13.0,,
27,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 03:00,2023,2,2,03:00,-5.3,,-11.0,,64,,0.0,,27.0,,21.0,,16.1,,101.19,,,,-12.0,,
28,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 04:00,2023,2,2,04:00,-5.5,,-11.3,,64,,0.0,,27.0,,22.0,,16.1,,101.14,,,,-13.0,,
29,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 05:00,2023,2,2,05:00,-5.5,,-11.3,,64,,0.0,,24.0,,26.0,,16.1,,101.04,,,,-13.0,,
30,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 06:00,2023,2,2,06:00,-5.4,,-11.2,,64,,0.0,,25.0,,30.0,,16.1,,100.97,,,,-14.0,,
31,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 07:00,2023,2,2,07:00,-4.8,,-10.0,,67,,0.0,,24.0,,28.0,,16.1,,100.92,,,,-12.0,,
32,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 08:00,2023,2,2,08:00,-3.6,,-8.9,,67,,0.0,,24.0,,32.0,,16.1,,100.87,,,,-11.0,,
33,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 09:00,2023,2,2,09:00,-2.7,,-8.4,,65,,0.0,,24.0,,30.0,,16.1,,100.79,,,,-10.0,,
34,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 10:00,2023,2,2,10:00,-1.5,,-7.2,,65,,0.0,,22.0,,32.0,,16.1,,100.65,,,,-9.0,,
35,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 11:00,2023,2,2,11:00,-0.5,,-6.1,,66,,0.0,,23.0,,39.0,,16.1,,100.53,,,,-8.0,,
36,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 12:00,2023,2,2,12:00,0.4,,-5.7,,64,,0.0,,22.0,,34.0,,16.1,,100.36,,,,,,
37,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 13:00,2023,2,2,13:00,1.4,,-4.6,,64,,0.0,,22.0,,32.0,,16.1,,100.14,,,,,,
38,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 14:00,2023,2,2,14:00,2.0,,-5.9,,56,,0.0,,23.0,,37.0,,16.1,,100.01,,,,,,
39,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 15:00,2023,2,2,15:00,2.1,,-5.4,,58,,0.0,,23.0,,37.0,,16.1,,99.92,,,,,,
40,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 16:00,2023,2,2,16:00,1.5,,-5.1,,62,,0.0,,24.0,,34.0,,16.1,,99.92,,,,,,
41,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 17:00,2023,2,2,17:00,0.9,,-5.6,,62,,0.0,,25.0,,30.0,,16.1,,99.93,,,,,,
42,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 18:00,2023,2,2,18:00,0.9,,-6.0,,60,,0.0,,26.0,,37.0,,16.1,,99.93,,,,,,
43,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 19:00,2023,2,2,19:00,-1.0,,-5.1,,74,,0.0,,30.0,,41.0,,11.3,,100.06,,,,-9.0,,Snow
44,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 20:00,2023,2,2,20:00,-3.9,,-9.2,,67,,0.0,,33.0,,26.0,,16.1,,100.25,,,,-11.0,,Snow
45,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 21:00,2023,2,2,21:00,-5.7,,-13.6,,54,,0.0,,31.0,,45.0,,16.1,,100.38,,,,-15.0,,
46,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 22:00,2023,2,2,22:00,-7.2,,-16.0,,50,,0.0,,30.0,,37.0,,16.1,,100.52,,,,-17.0,,
47,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-02 23:00,2023,2,2,23:00,-8.0,,-16.8,,50,,0.0,,29.0,,24.0,,16.1,,100.61,,,,-16.0,,
48,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 00:00,2023,2,3,00:00,-8.5,,-16.5,,53,,0.0,,31.0,,32.0,,16.1,,100.7,,,,-18.0,,
49,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 01:00,2023,2,3,01:00,-9.2,,-16.9,,54,,0.0,,31.0,,30.0,,16.1,,100.76,,,,-18.0,,
50,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 02:00,2023,2,3,02:00,-9.9,,-17.1,,56,,0.0,,31.0,,24.0,,16.1,,100.85,,,,-18.0,,
51,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 03:00,2023,2,3,03:00,-10.7,,-17.3,,59,,0.0,,29.0,,35.0,,16.1,,100.95,,,,-21.0,,
52,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 04:00,2023,2,3,04:00,-12.2,,-16.6,,70,,0.0,,34.0,,13.0,,16.1,,101.05,,,,-19.0,,
53,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 05:00,2023,2,3,05:00,-13.8,,-19.1,,65,,0.0,,32.0,,17.0,,16.1,,101.17,,,,-22.0,,
54,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 06:00,2023,2,3,06:00,-15.4,,-20.4,,66,,0.0,,32.0,,15.0,,16.1,,101.27,,,,-23.0,,
55,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 07:00,2023,2,3,07:00,-16.4,,-22.1,,62,,0.0,,32.0,,21.0,,16.1,,101.4,,,,-26.0,,
56,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 08:00,2023,2,3,08:00,-17.7,,-23.7,,60,,0.0,,33.0,,17.0,,16.1,,101.55,,,,-27.0,,
57,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 09:00,2023,2,3,09:00,-17.3,,-24.0,,57,,0.0,,33.0,,17.0,,16.1,,101.63,,,,-26.0,,
58,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 10:00,2023,2,3,10:00,-17.5,,-24.3,,56,,0.0,,32.0,,21.0,,16.1,,101.75,,,,-28.0,,
59,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 11:00,2023,2,3,11:00,-18.0,,-25.2,,54,,0.0,,35.0,,21.0,,16.1,,101.83,,,,-28.0,,
60,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 12:00,2023,2,3,12:00,-17.1,,-24.5,,53,,0.0,,32.0,,17.0,,16.1,,101.84,,,,-26.0,,
61,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 13:00,2023,2,3,13:00,-15.0,,-24.9,,44,,0.0,,29.0,,55.0,,16.1,,101.76,,,,-29.0,,
62,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 14:00,2023,2,3,14:00,-14.6,,-25.2,,41,,0.0,,30.0,,48.0,,16.1,,101.82,,,,-28.0,,
63,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 15:00,2023,2,3,15:00,-14.4,,-24.7,,42,,0.0,,29.0,,50.0,,16.1,,101.84,,,,-28.0,,
64,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 16:00,2023,2,3,16:00,-14.1,,-23.5,,46,,0.0,,30.0,,39.0,,16.1,,101.95,,,,-26.0,,
65,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 17:00,2023,2,3,17:00,-14.7,,-23.4,,48,,0.0,,30.0,,41.0,,16.1,,102.07,,,,-27.0,,
66,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 18:00,2023,2,3,18:00,-15.4,,-23.2,,52,,0.0,,31.0,,39.0,,16.1,,102.2,,,,-28.0,,
67,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 19:00,2023,2,3,19:00,-15.6,,-22.5,,56,,0.0,,30.0,,37.0,,16.1,,102.25,,,,-28.0,,
68,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 20:00,2023,2,3,20:00,-16.0,,-22.9,,56,,0.0,,34.0,,15.0,,16.1,,102.34,,,,-24.0,,
69,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 21:00,2023,2,3,21:00,-18.8,,-23.0,,70,,0.0,,5.0,,22.0,,16.1,,102.47,,,,-29.0,,
70,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 22:00,2023,2,3,22:00,-19.6,,-25.9,,58,,0.0,,33.0,,11.0,,16.1,,102.55,,,,-27.0,,
71,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-03 23:00,2023,2,3,23:00,-19.9,,-27.2,,53,,0.0,,32.0,,9.0,,16.1,,102.63,,,,-27.0,,
72,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 00:00,2023,2,4,00:00,-20.0,,-27.7,,51,,0.0,,32.0,,17.0,,16.1,,102.7,,,,-30.0,,
73,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 01:00,2023,2,4,01:00,-19.9,,-27.0,,54,,0.0,,32.0,,11.0,,16.1,,102.7,,,,-28.0,,
74,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 02:00,2023,2,4,02:00,-19.2,,-25.2,,60,,0.0,,,,0.0,,16.1,,102.72,,,,,,
75,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 03:00,2023,2,4,03:00,-18.7,,-23.9,,64,,0.0,,5.0,,21.0,,16.1,,102.67,,,,-29.0,,
76,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 04:00,2023,2,4,04:00,-17.6,,-22.2,,68,,0.0,,4.0,,22.0,,16.1,,102.63,,,,-28.0,,
77,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 05:00,2023,2,4,05:00,-16.8,,-19.9,,77,,0.0,,5.0,,26.0,,16.1,,102.52,,,,-28.0,,Snow
78,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 06:00,2023,2,4,06:00,-15.3,,-17.6,,83,,0.0,,5.0,,22.0,,16.1,,102.44,,,,-25.0,,Snow
79,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 07:00,2023,2,4,07:00,-14.1,,-16.3,,84,,0.0,,5.0,,26.0,,16.1,,102.42,,,,-24.0,,Snow
80,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 08:00,2023,2,4,08:00,-13.1,,-15.1,,85,,0.0,,7.0,,17.0,,9.7,,102.37,,,,-21.0,,Snow
81,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 09:00,2023,2,4,09:00,-12.9,,-14.6,,87,,0.0,,31.0,,8.0,,1.6,,102.34,,,,-18.0,,Snow
82,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 10:00,2023,2,4,10:00,-11.0,,-13.7,,81,,0.0,,16.0,,17.0,,3.6,,102.22,,,,-18.0,,Snow
83,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 11:00,2023,2,4,11:00,-10.2,,-12.9,,81,,0.0,,16.0,,15.0,,6.4,,102.08,,,,-17.0,,Snow
84,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 12:00,2023,2,4,12:00,-7.9,,-10.2,,84,,0.0,,17.0,,26.0,,6.4,,101.88,,,,-16.0,,Snow
85,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 13:00,2023,2,4,13:00,-6.3,,-11.3,,68,,0.0,,20.0,,32.0,,16.1,,101.62,,,,-15.0,,
86,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 14:00,2023,2,4,14:00,-5.7,,-11.4,,64,,0.0,,21.0,,37.0,,12.9,,101.47,,,,-15.0,,
87,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 15:00,2023,2,4,15:00,-4.9,,-10.1,,67,,0.0,,21.0,,35.0,,16.1,,101.34,,,,-13.0,,
88,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 16:00,2023,2,4,16:00,-4.0,,-10.1,,63,,0.0,,22.0,,34.0,,16.1,,101.24,,,,-12.0,,
89,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 17:00,2023,2,4,17:00,-3.3,,-9.8,,61,,0.0,,21.0,,39.0,,16.1,,101.14,,,,-12.0,,
90,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 18:00,2023,2,4,18:00,-2.7,,-9.7,,59,,0.0,,21.0,,35.0,,16.1,,101.1,,,,-11.0,,
91,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 19:00,2023,2,4,19:00,-1.9,,-9.0,,58,,0.0,,21.0,,35.0,,16.1,,101.04,,,,-9.0,,
92,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 20:00,2023,2,4,20:00,-1.2,,-7.7,,62,,0.0,,22.0,,30.0,,16.1,,100.96,,,,-8.0,,
93,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 21:00,2023,2,4,21:00,-0.2,,-6.1,,65,,0.0,,22.0,,30.0,,16.1,,100.86,,,,-7.0,,
94,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 22:00,2023,2,4,22:00,0.2,,-6.3,,62,,0.0,,22.0,,32.0,,16.1,,100.82,,,,,,
95,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-04 23:00,2023,2,4,23:00,0.3,,-6.2,,62,,0.0,,24.0,,28.0,,16.1,,100.73,,,,,,
96,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 00:00,2023,2,5,00:00,0.1,,-5.4,,67,,0.0,,26.0,,17.0,,16.1,,100.67,,,,,,
97,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 01:00,2023,2,5,01:00,0.5,,-4.5,,69,,0.0,,26.0,,21.0,,16.1,,100.58,,,,,,
98,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 02:00,2023,2,5,02:00,0.5,,-3.8,,73,,0.0,,27.0,,18.0,,16.1,,100.54,,,,,,
99,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 03:00,2023,2,5,03:00,1.4,,-3.5,,70,,0.0,,23.0,,28.0,,16.1,,100.49,,,,,,
100,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 04:00,2023,2,5,04:00,1.5,,-2.5,,75,,0.0,,24.0,,18.0,,16.1,,100.42,,,,,,
101,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 05:00,2023,2,5,05:00,1.7,,-2.2,,75,,0.0,,25.0,,15.0,,16.1,,100.39,,,,,,
102,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 06:00,2023,2,5,06:00,1.7,,-1.4,,80,,0.0,,24.0,,9.0,,16.1,,100.36,,,,,,
103,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 07:00,2023,2,5,07:00,2.1,,-1.5,,77,,0.0,,23.0,,17.0,,16.1,,100.31,,,,,,
104,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 08:00,2023,2,5,08:00,2.2,,-1.2,,78,,0.0,,24.0,,13.0,,16.1,,100.31,,,,,,
105,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 09:00,2023,2,5,09:00,2.3,,-0.6,,81,,0.0,,28.0,,13.0,,16.1,,100.27,,,,,,
106,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 10:00,2023,2,5,10:00,3.3,,-0.7,,75,,0.0,,26.0,,15.0,,16.1,,100.23,,,,,,
107,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 11:00,2023,2,5,11:00,4.2,,-1.4,,67,,0.0,,24.0,,28.0,,16.1,,100.21,,,,,,
108,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 12:00,2023,2,5,12:00,3.7,,-0.7,,73,,0.0,,25.0,,15.0,,16.1,,100.15,,,,,,
109,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 13:00,2023,2,5,13:00,3.8,,-0.8,,72,,0.0,,24.0,,18.0,,16.1,,100.08,,,,,,
110,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 14:00,2023,2,5,14:00,3.7,,-0.5,,74,,0.0,,25.0,,17.0,,16.1,,100.05,,,,,,
111,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 15:00,2023,2,5,15:00,3.8,,-0.8,,72,,0.0,,25.0,,21.0,,16.1,,100.03,,,,,,
112,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 16:00,2023,2,5,16:00,3.4,,-0.6,,75,,0.0,,26.0,,18.0,,16.1,,100.06,,,,,,
113,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 17:00,2023,2,5,17:00,3.5,,-0.6,,75,,0.0,,26.0,,21.0,,16.1,,100.12,,,,,,
114,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 18:00,2023,2,5,18:00,3.5,,-0.4,,76,,0.0,,25.0,,18.0,,16.1,,100.18,,,,,,
115,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 19:00,2023,2,5,19:00,2.9,,0.0,,81,,0.0,,25.0,,15.0,,16.1,,100.22,,,,,,
116,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 20:00,2023,2,5,20:00,2.1,,0.5,,89,,0.0,,29.0,,15.0,,16.1,,100.26,,,,,,
117,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 21:00,2023,2,5,21:00,2.3,,-0.5,,82,,0.0,,29.0,,15.0,,16.1,,100.26,,,,,,
118,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 22:00,2023,2,5,22:00,3.8,,-0.8,,72,,0.0,,29.0,,17.0,,16.1,,100.33,,,,,,
119,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-05 23:00,2023,2,5,23:00,3.0,,-0.5,,78,,0.0,,29.0,,15.0,,16.1,,100.37,,,,,,
120,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 00:00,2023,2,6,00:00,2.8,,-0.3,,80,,0.0,,30.0,,17.0,,16.1,,100.45,,,,,,
121,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 01:00,2023,2,6,01:00,3.3,,-0.5,,76,,0.0,,31.0,,21.0,,16.1,,100.52,,,,,,Rain
122,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 02:00,2023,2,6,02:00,2.4,,-0.2,,83,,0.0,,33.0,,17.0,,16.1,,100.66,,,,,,Rain
123,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 03:00,2023,2,6,03:00,2.1,,-3.0,,69,,0.0,,32.0,,15.0,,16.1,,100.73,,,,,,
124,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 04:00,2023,2,6,04:00,1.7,,-2.5,,74,,0.0,,31.0,,22.0,,16.1,,100.79,,,,,,
125,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 05:00,2023,2,6,05:00,1.5,,-2.3,,76,,0.0,,32.0,,28.0,,16.1,,100.93,,,,,,
126,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 06:00,2023,2,6,06:00,0.1,,-3.3,,78,,0.0,,33.0,,26.0,,16.1,,101.07,,,,,,
127,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 07:00,2023,2,6,07:00,-0.5,,-3.9,,78,,0.0,,32.0,,15.0,,16.1,,101.25,,,,-5.0,,
128,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 08:00,2023,2,6,08:00,-1.3,,-5.2,,75,,0.0,,32.0,,39.0,,16.1,,101.37,,,,-9.0,,
129,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 09:00,2023,2,6,09:00,-1.8,,-6.6,,70,,0.0,,31.0,,28.0,,16.1,,101.52,,,,-9.0,,
130,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 10:00,2023,2,6,10:00,-1.8,,-7.1,,67,,0.0,,32.0,,24.0,,16.1,,101.62,,,,-8.0,,
131,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 11:00,2023,2,6,11:00,-1.8,,-7.0,,68,,0.0,,31.0,,28.0,,16.1,,101.67,,,,-9.0,,
132,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 12:00,2023,2,6,12:00,-1.2,,-7.0,,65,,0.0,,32.0,,24.0,,16.1,,101.66,,,,-7.0,,
133,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 13:00,2023,2,6,13:00,-0.8,,-7.0,,63,,0.0,,32.0,,22.0,,16.1,,101.6,,,,-7.0,,
134,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 14:00,2023,2,6,14:00,-0.2,,-7.0,,60,,0.0,,32.0,,21.0,,16.1,,101.56,,,,-6.0,,
135,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 15:00,2023,2,6,15:00,-0.1,,-7.0,,60,,0.0,,29.0,,13.0,,16.1,,101.61,,,,-4.0,,
136,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 16:00,2023,2,6,16:00,-0.3,,-6.5,,63,,0.0,,27.0,,9.0,,16.1,,101.63,,,,-3.0,,
137,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 17:00,2023,2,6,17:00,-0.4,,-6.2,,65,,0.0,,25.0,,9.0,,16.1,,101.7,,,,-4.0,,
138,-79.4,43.63,TORONTO CITY CENTRE,6158359,2023-02-06 18:00,2023,2,6,18:00,-1.5,,-6.7,,68,,0.0,,16.0,,5.0,,16.1,,101.7,,,,-3.0,,
